Case Identification,Region,Type of Place of Residence,Source of Drinking Water,Type of Toilet Facility,Has Electricity,Main Floor Material,Main Wall Material,Main Roof Material,Has Bicycle,Has Motorcycle or Scooter,Has Car or Truck,Has Mosquito Bed Net for Sleeping,Owns Land Suitable for Agriculture,Has Bank Account,Wealth Index,State
270021,4,0,13,10,0,1,4,13,1,0,0,1,1,0,0,2
270024,4,0,13,2,1,1,4,13,1,1,0,1,0,1,4,2
270027,4,0,11,11,1,0,4,2,1,1,0,1,0,1,4,2
270030,4,0,13,10,1,0,4,13,0,1,0,0,0,0,3,2
270033,4,0,13,8,0,1,4,13,0,1,0,1,1,1,3,2
270036,4,0,13,10,1,0,4,13,0,1,0,1,0,1,4,2
270039,4,0,13,10,1,0,4,13,1,0,1,1,1,1,3,2
270042,4,0,13,10,1,0,4,13,0,0,0,1,1,0,3,2
270045,4,0,13,10,0,1,4,13,0,0,0,1,0,0,0,2
270048,4,0,13,10,1,2,4,13,1,1,0,1,0,1,4,2
270051,4,0,11,10,1,1,4,13,1,1,0,0,1,0,3,2
270054,4,0,13,10,1,1,4,13,0,1,0,1,1,0,3,2
270057,4,0,11,11,1,1,4,13,1,0,0,1,0,0,3,2
270060,4,0,13,11,1,0,4,13,0,1,0,1,0,0,3,2
270063,4,0,8,10,1,0,4,13,1,1,0,1,1,0,0,2
270066,4,0,13,11,1,1,4,13,1,1,0,1,0,0,3,2
270069,4,0,13,2,1,1,4,13,0,0,0,1,0,0,0,2
270072,4,0,13,2,1,0,4,13,1,1,0,1,1,0,3,2
270075,4,0,13,10,1,1,4,13,1,0,0,1,0,0,0,2
271001,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,0
271002,3,1,13,4,1,1,4,13,0,0,0,1,0,1,4,0
271004,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,0
271005,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,0
271007,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,0
271009,3,1,11,4,1,1,4,13,0,0,0,1,0,1,4,0
271010,3,1,11,4,1,1,4,13,0,0,0,1,0,0,4,0
271012,3,1,13,4,1,1,4,13,0,0,0,0,0,0,4,0
271013,3,1,11,3,1,1,4,13,1,0,0,1,0,1,4,0
271015,3,1,11,3,1,1,4,13,0,0,0,0,0,1,4,0
271016,3,1,13,3,1,1,4,13,0,0,0,0,0,1,4,0
271018,3,1,6,4,1,2,4,7,0,0,0,0,0,1,4,0
271019,3,1,13,3,1,1,4,13,0,0,0,0,0,1,4,0
271021,3,1,13,3,1,1,4,13,0,0,0,0,0,1,4,0
271023,3,1,13,4,1,1,4,13,0,0,0,1,0,1,4,0
271024,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,0
271026,3,1,13,4,1,1,4,8,1,0,0,1,0,1,4,0
271027,3,1,13,4,1,1,4,13,0,0,0,1,0,1,4,0
271029,3,1,13,4,1,1,4,13,0,0,1,1,0,1,4,0
271030,3,1,13,4,1,1,4,13,0,0,0,0,0,0,3,0
271032,3,1,13,4,1,1,4,13,0,0,0,1,0,0,4,0
271033,3,1,13,4,1,1,4,13,0,0,0,1,0,0,3,0
271035,3,1,13,4,1,1,4,13,0,0,0,1,1,1,4,0
271037,3,1,8,3,1,1,4,13,0,0,0,0,0,1,4,0
271038,3,1,13,4,1,1,4,13,0,0,0,0,0,0,4,0
272002,3,1,11,4,1,1,4,13,0,0,1,1,0,1,4,0
272005,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,0
272008,3,1,13,4,1,1,4,13,0,0,0,1,1,1,4,0
272011,3,1,13,4,0,1,4,13,0,0,0,0,0,1,4,0
272014,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,0
272017,3,1,13,4,1,1,4,13,0,0,0,1,0,1,4,0
272020,3,1,13,4,1,1,4,13,0,0,0,1,0,1,4,0
272023,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,0
272026,3,1,11,4,1,2,4,13,0,0,0,0,0,0,4,0
272029,3,1,11,4,1,1,4,13,0,0,0,0,0,1,4,0
272032,3,1,13,4,1,1,4,13,0,0,0,1,0,1,4,0
272035,3,1,13,4,1,1,4,13,0,0,0,1,0,1,4,0
272037,3,1,13,3,1,1,4,2,0,0,0,0,0,0,4,0
272040,3,1,13,10,1,0,4,13,0,0,0,0,0,0,3,0
272043,3,1,13,4,1,1,4,2,0,0,0,1,0,1,4,0
272046,3,1,13,4,1,0,4,2,0,0,0,0,0,0,4,0
272049,3,1,13,4,1,1,4,2,0,0,0,1,0,0,4,0
272052,3,1,11,4,1,0,4,2,0,0,0,1,0,1,4,0
272055,3,1,13,4,1,1,4,2,0,0,0,0,0,0,4,0
272058,3,1,13,4,1,1,4,2,0,0,0,0,0,1,4,0
272061,3,1,13,4,1,0,4,2,0,0,0,0,0,1,4,0
272064,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,0
272067,3,1,13,3,1,1,4,13,0,0,0,1,0,0,3,0
272070,3,1,13,4,1,1,4,13,0,0,0,1,0,1,4,0
272073,3,1,13,4,1,0,4,13,0,0,0,1,0,1,4,0
273001,3,0,13,4,1,1,4,13,0,0,1,1,1,1,4,0
273002,3,0,13,4,1,1,4,13,0,0,0,1,1,0,3,0
273004,3,0,13,10,1,1,4,13,0,0,0,1,1,1,3,0
273006,3,0,13,4,1,2,4,13,0,0,0,1,1,0,3,0
273008,3,0,13,4,1,1,4,13,0,0,0,0,1,0,0,0
273010,3,0,13,10,1,2,4,13,0,1,0,1,1,0,3,0
273011,3,0,13,12,1,1,4,13,0,0,0,1,0,1,3,0
273013,3,0,13,12,1,1,4,13,0,0,0,1,1,0,0,0
273015,3,0,13,4,1,1,4,13,0,0,0,1,0,1,3,0
273017,3,0,13,12,1,1,4,13,0,1,0,1,1,0,3,0
273019,3,0,13,10,1,1,4,13,0,0,0,0,0,0,0,0
273020,3,0,13,4,1,1,4,13,0,0,0,1,0,1,3,0
273022,3,0,13,3,1,1,4,13,0,1,0,0,0,1,4,0
273024,3,0,13,10,1,1,4,13,0,0,0,0,1,1,4,0
273026,3,0,13,4,0,1,4,13,0,0,0,1,1,1,3,0
273028,3,0,13,4,1,1,4,13,0,0,0,1,1,0,3,0
273029,3,0,11,3,1,1,4,13,0,0,0,0,0,0,3,0
273031,3,0,13,4,1,1,4,13,0,1,0,1,1,1,3,0
273033,3,0,13,10,1,1,4,13,1,0,0,0,1,1,3,0
273035,3,0,13,3,1,1,4,13,0,1,0,1,0,1,3,0
273037,3,0,13,4,1,1,4,13,0,0,0,1,0,0,3,0
273038,3,0,13,3,1,1,4,13,0,0,0,1,0,0,3,0
273040,3,0,13,3,1,1,4,13,0,0,0,0,1,1,3,0
273042,3,0,13,4,1,4,4,13,0,0,0,1,0,0,0,0
273044,3,0,13,4,1,1,4,13,0,0,0,0,0,1,4,0
274001,3,0,13,4,0,1,4,13,0,0,0,0,1,1,3,0
274003,3,0,13,4,1,1,4,13,0,0,0,1,1,1,4,0
274005,3,0,11,8,0,1,4,7,0,0,0,0,0,0,0,0
274007,3,0,11,11,1,1,4,13,0,0,0,0,0,1,3,0
274009,3,0,13,10,1,1,4,13,0,0,0,1,1,0,0,0
274010,3,0,13,8,0,4,4,2,0,0,0,1,0,0,0,0
274012,3,0,13,10,1,1,4,13,0,1,0,1,1,1,0,0
274014,3,0,13,10,1,1,4,13,0,0,0,0,1,0,0,0
274016,3,0,13,10,1,1,4,13,0,0,0,0,1,1,3,0
274018,3,0,13,8,0,1,4,13,0,0,0,1,0,1,0,0
274020,3,0,11,4,0,1,4,13,0,0,0,0,1,1,3,0
274021,3,0,13,4,1,1,4,13,0,1,1,1,1,1,3,0
274023,3,0,13,4,1,1,4,13,0,1,1,1,1,1,3,0
274025,3,0,13,4,0,2,4,13,0,0,0,1,1,1,4,0
274027,3,0,9,3,0,1,4,13,0,0,0,1,1,1,3,0
274029,3,0,13,8,0,0,4,0,0,0,0,1,1,1,3,0
274031,3,0,13,4,1,1,4,13,0,0,0,1,1,1,3,0
274032,3,0,9,10,1,1,4,13,0,0,0,0,0,1,3,0
274034,3,0,9,3,0,4,4,13,0,0,0,1,0,1,0,0
274036,3,0,13,4,0,1,4,13,0,1,1,1,1,1,3,0
274038,3,0,13,4,0,1,4,13,0,1,0,0,1,0,3,0
274040,3,0,9,10,0,4,4,13,1,0,0,0,1,0,0,0
274042,3,0,13,8,0,1,4,13,0,0,0,0,1,0,0,0
274043,3,0,13,8,0,1,4,13,0,0,0,1,1,0,0,0
274045,3,0,13,8,0,1,4,13,0,0,0,1,1,0,0,0
275001,3,0,13,10,1,1,4,13,0,1,0,1,1,1,3,0
275002,3,0,13,10,1,1,4,13,0,0,0,0,1,0,3,0
275004,3,0,13,10,1,1,4,13,0,1,0,1,1,0,3,0
275006,3,0,13,4,1,1,4,13,0,0,0,1,1,0,3,0
275008,3,0,13,4,1,1,4,13,1,0,0,1,0,1,4,0
275010,3,0,13,1,1,4,12,13,1,0,0,0,0,0,1,0
275012,3,0,13,10,1,1,4,13,1,0,0,1,1,0,0,0
275013,3,0,13,1,1,1,4,13,0,0,0,1,0,0,3,0
275015,3,0,13,10,1,4,0,13,1,0,0,1,0,0,0,0
275017,3,0,13,3,1,1,4,13,0,0,0,1,0,1,3,0
275019,3,0,13,3,1,1,4,13,0,0,0,0,0,0,3,0
275021,3,0,9,4,1,1,4,13,0,1,0,1,1,1,3,0
275023,3,0,13,10,0,4,0,10,0,1,0,1,1,1,1,0
275024,3,0,13,4,1,1,4,13,1,0,0,1,1,0,3,0
275026,3,0,11,4,0,1,4,13,1,0,0,1,0,0,3,0
275028,3,0,13,10,1,1,4,13,1,0,0,1,1,0,3,0
275030,3,0,13,12,1,1,4,13,1,0,0,1,1,0,0,0
275032,3,0,13,10,1,1,4,13,0,0,0,1,1,0,3,0
275034,3,0,13,3,1,1,4,13,0,0,0,0,1,0,0,0
275036,3,0,13,3,1,4,0,10,0,0,0,1,1,1,3,0
275037,3,0,13,3,1,4,4,13,1,0,0,1,1,0,3,0
275039,3,0,13,3,1,1,4,13,1,0,0,1,1,0,3,0
275041,3,0,13,3,1,1,4,13,0,0,0,0,1,0,3,0
275043,3,0,13,3,1,1,4,0,1,0,0,1,1,1,3,0
275045,3,0,13,3,1,1,4,0,1,0,0,0,1,0,0,0
276002,3,0,14,11,1,1,4,13,0,0,0,1,0,0,0,0
276004,3,0,6,10,1,4,0,13,0,0,0,1,1,0,0,0
276006,3,0,6,11,1,1,4,13,0,0,0,1,1,1,3,0
276007,3,0,9,10,1,1,4,13,0,0,0,1,0,1,3,0
276009,3,0,10,8,1,4,0,10,0,0,0,1,1,0,1,0
276011,3,0,14,11,1,1,4,12,0,0,0,1,0,0,3,0
276013,3,0,6,10,0,4,0,11,0,0,0,1,0,1,0,0
276015,3,0,6,10,1,1,4,13,0,0,0,1,1,1,0,0
276017,3,0,14,10,0,4,4,13,0,0,0,1,1,0,0,0
276019,3,0,6,3,1,4,0,6,0,0,0,1,1,0,0,0
276021,3,0,6,10,1,4,0,6,0,0,0,1,1,0,0,0
276022,3,0,10,8,1,4,0,10,0,1,0,1,1,0,1,0
276024,3,0,14,11,1,4,2,10,0,0,0,1,1,0,1,0
276026,3,0,14,3,1,4,0,10,0,1,0,1,1,1,0,0
276028,3,0,14,3,1,4,0,11,0,0,0,1,0,0,0,0
276030,3,0,6,10,1,4,0,6,0,0,0,1,1,0,0,0
276032,3,0,14,11,1,4,13,6,0,0,0,0,0,0,1,0
276034,3,0,10,8,1,4,0,10,0,0,0,1,1,0,1,0
276036,3,0,14,10,1,4,13,10,0,0,0,0,0,0,1,0
276038,3,0,9,10,1,4,0,6,0,0,0,1,1,0,0,0
276039,3,0,14,11,1,1,4,6,1,0,0,1,1,0,0,0
276041,3,0,14,10,1,4,0,12,1,0,0,1,1,0,1,0
276043,3,0,14,11,1,1,4,13,0,0,0,1,1,0,0,0
276045,3,0,14,10,1,4,0,12,1,0,0,1,1,1,0,0
276047,3,0,10,8,1,4,0,10,0,1,0,1,1,0,1,0
277002,3,0,13,4,1,4,4,13,0,0,0,0,1,1,4,0
277004,3,0,13,3,1,1,4,13,0,0,0,0,0,1,4,0
277005,3,0,13,4,1,4,4,13,0,0,0,0,0,0,3,0
277007,3,0,13,3,1,1,4,13,1,0,0,1,1,1,3,0
277009,3,0,13,3,1,4,4,13,0,0,0,1,1,1,3,0
277011,3,0,13,3,1,1,4,13,0,0,0,0,0,1,3,0
277012,3,0,13,4,1,1,4,13,0,0,0,1,1,1,4,0
277014,3,0,13,4,1,1,4,13,0,0,0,0,0,0,4,0
277016,3,0,13,4,1,1,4,13,1,0,0,1,0,1,4,0
277018,3,0,13,3,1,4,4,13,0,0,0,1,0,0,3,0
277019,3,0,13,3,1,1,4,13,0,0,0,1,0,1,4,0
277021,3,0,13,3,1,1,4,13,0,0,0,0,0,1,4,0
277023,3,0,13,4,1,0,4,12,0,0,0,0,0,0,3,0
277024,3,0,13,4,1,1,4,13,0,0,0,0,0,0,3,0
277026,3,0,13,4,1,1,4,13,0,0,0,0,0,0,3,0
277028,3,0,13,4,1,1,4,13,0,0,0,1,0,0,3,0
277030,3,0,11,4,1,1,4,7,0,0,0,0,0,1,3,0
277031,3,0,13,4,1,2,4,13,1,1,1,0,0,1,4,0
277033,3,0,13,4,1,1,4,13,0,0,0,1,0,1,4,0
277035,3,0,13,10,1,1,4,13,1,0,0,0,0,0,3,0
277036,3,0,13,10,1,1,4,13,0,0,0,1,0,1,4,0
277038,3,0,13,4,1,1,4,13,0,0,0,1,0,1,4,0
277040,3,0,13,3,1,1,4,13,0,0,0,0,1,1,4,0
277042,3,0,13,10,1,1,4,13,0,0,0,1,1,0,3,0
277043,3,0,13,3,1,1,4,13,0,0,0,1,0,0,3,0
278002,3,0,11,10,1,1,4,13,0,0,0,1,1,1,4,0
278003,3,0,4,12,1,1,4,13,0,0,1,1,1,1,4,0
278005,3,0,13,4,1,2,4,13,0,0,0,1,0,1,4,0
278006,3,0,13,4,1,1,4,13,1,1,1,1,1,1,4,0
278008,3,0,13,4,1,1,4,0,0,0,0,1,0,0,3,0
278009,3,0,13,4,1,2,4,0,0,0,0,1,0,1,3,0
278011,3,0,13,3,1,1,4,13,0,0,0,1,1,1,4,0
278012,3,0,13,10,1,2,4,13,0,0,0,0,0,1,4,0
278013,3,0,11,4,1,4,4,13,0,0,0,1,0,1,4,0
278015,3,0,13,12,1,2,4,3,1,0,0,1,0,1,4,0
278016,3,0,11,4,1,1,4,13,1,0,1,1,0,1,4,0
278018,3,0,4,4,1,1,4,13,0,1,0,1,1,1,4,0
278019,3,0,13,4,1,1,4,13,0,1,1,1,0,0,4,0
278021,3,0,13,4,1,2,4,13,0,0,1,1,1,1,4,0
278022,3,0,13,4,1,2,4,13,0,0,0,1,0,1,4,0
278024,3,0,13,4,1,1,4,13,0,0,1,0,0,1,4,0
278025,3,0,13,4,1,1,4,13,0,0,1,1,0,0,3,0
278027,3,0,13,4,1,2,4,13,0,0,0,1,1,1,3,0
278028,3,0,13,4,1,1,4,13,0,0,0,1,0,0,3,0
278030,3,0,13,4,1,1,4,13,0,0,0,0,0,1,4,0
278031,3,0,9,4,1,2,4,13,0,0,0,0,1,0,4,0
278033,3,0,5,2,1,1,4,13,0,0,1,1,0,1,4,0
278034,3,0,11,3,1,1,4,13,0,0,0,0,0,1,3,0
278036,3,0,13,4,1,4,4,12,0,0,0,1,1,0,3,0
278037,3,0,13,3,1,1,4,11,0,0,1,1,0,1,3,0
279003,3,0,11,4,1,1,4,13,0,0,0,1,0,1,4,0
279006,3,0,11,4,1,2,4,13,0,0,0,1,0,1,4,0
279009,3,0,13,3,1,1,4,13,0,0,0,0,0,0,3,0
279012,3,0,13,4,1,1,4,13,0,0,0,1,1,0,3,0
279015,3,0,13,3,1,0,4,0,0,0,0,0,0,1,4,0
279018,3,0,13,4,1,1,4,13,0,0,0,1,0,1,4,0
279021,3,0,13,4,1,2,4,13,0,0,0,1,0,1,4,0
279024,3,0,13,4,1,1,4,13,0,0,0,0,1,1,4,0
279027,3,0,13,12,1,1,4,2,0,0,0,1,0,1,3,0
279030,3,0,13,4,1,2,4,13,0,0,0,0,0,1,4,0
279033,3,0,13,4,1,1,4,13,0,0,0,1,1,1,4,0
279036,3,0,13,3,1,1,4,13,0,0,0,1,0,1,3,0
279039,3,0,13,4,1,1,4,13,0,0,0,0,0,1,4,0
279042,3,0,13,4,1,0,4,7,0,0,1,1,0,1,4,0
279045,3,0,13,4,1,1,4,0,0,0,0,0,0,0,3,0
279048,3,0,13,4,1,1,4,13,0,1,0,1,0,1,4,0
279051,3,0,13,4,1,2,4,13,0,0,1,1,0,1,4,0
279054,3,0,13,12,1,1,4,13,0,0,1,1,0,1,4,0
279057,3,0,13,4,1,1,4,13,0,1,0,1,0,0,3,0
279060,3,0,13,4,1,2,4,13,0,0,0,1,1,1,4,0
279062,3,0,13,4,1,1,4,13,0,0,0,1,0,1,4,0
279065,3,0,13,4,1,2,4,13,0,1,1,0,0,1,4,0
279068,3,0,4,4,1,1,4,13,0,0,0,0,0,0,3,0
279071,3,0,13,4,1,1,4,13,0,0,1,1,0,1,4,0
279074,3,0,13,4,1,1,4,13,0,0,0,1,0,0,4,0
280002,3,1,13,10,0,1,4,13,1,0,0,1,1,0,0,16
280005,3,1,11,4,1,2,4,13,1,0,1,1,1,1,4,16
280007,3,1,13,4,1,0,4,13,0,1,0,0,0,1,4,16
280009,3,1,9,10,1,1,4,13,0,0,0,1,0,1,3,16
280010,3,1,13,11,0,1,4,13,0,0,0,1,0,0,3,16
280013,3,1,9,4,1,2,4,13,0,0,0,0,0,0,3,16
280016,3,1,13,10,1,2,4,13,0,1,1,0,1,1,4,16
280018,3,1,11,10,1,1,4,13,0,0,1,1,1,1,4,16
280025,3,1,9,10,0,0,4,13,1,0,0,0,1,1,3,16
280029,3,1,11,10,0,1,4,2,1,0,0,1,1,0,3,16
280031,3,1,11,10,1,1,4,13,0,0,0,1,1,0,3,16
281001,3,1,11,3,0,1,4,13,1,0,0,1,1,0,0,16
281003,3,1,13,4,1,1,5,13,0,1,0,1,1,1,3,16
281004,3,1,13,10,0,1,4,13,1,0,0,1,1,1,0,16
281005,3,1,13,4,1,1,4,13,0,1,1,1,1,1,4,16
281006,3,1,13,3,1,1,4,13,0,0,0,1,0,1,3,16
281008,3,1,13,10,1,1,4,13,1,1,0,1,1,1,3,16
281009,3,1,13,4,1,2,4,13,0,1,0,1,1,1,4,16
281014,3,1,13,4,1,1,4,13,0,0,0,0,1,0,4,16
281015,3,1,13,12,1,1,4,13,1,0,0,1,1,1,3,16
281017,3,1,13,10,1,0,4,13,0,0,0,0,1,1,4,16
281018,3,1,13,9,1,1,5,13,0,0,0,1,1,1,3,16
281019,3,1,13,10,1,1,4,13,1,0,0,0,1,1,3,16
281020,3,1,13,4,1,2,4,13,0,1,0,1,1,1,4,16
281022,3,1,13,10,1,1,4,13,0,0,0,1,0,1,3,16
281023,3,1,13,10,1,1,4,13,1,0,0,1,1,1,4,16
281024,3,1,9,10,0,1,4,13,1,1,0,1,1,0,0,16
281026,3,1,13,10,1,1,4,13,0,0,0,1,0,0,3,16
281027,3,1,13,10,1,1,4,13,0,0,0,1,0,1,3,16
281028,3,1,8,3,1,1,4,13,1,1,0,1,1,1,3,16
281029,3,1,13,10,1,1,4,13,1,0,0,1,1,1,3,16
281031,3,1,13,10,1,2,4,13,1,1,0,1,1,1,3,16
282001,3,1,13,4,1,0,4,13,1,1,0,1,1,1,3,16
282003,3,1,13,10,1,1,4,13,0,0,0,1,0,0,3,16
282005,3,1,13,10,1,1,4,13,1,1,0,1,1,1,0,16
282008,3,1,13,10,1,0,4,13,0,0,0,1,1,1,3,16
282010,3,1,13,10,1,1,4,13,0,0,0,0,1,1,4,16
282012,3,1,13,3,1,1,4,13,1,1,0,1,0,1,3,16
282015,3,1,13,10,1,1,4,13,1,1,0,0,1,0,3,16
282017,3,1,13,10,1,0,4,1,1,0,0,1,0,1,3,16
282019,3,1,13,4,1,1,4,13,0,1,0,1,0,1,4,16
282021,3,1,13,10,0,4,5,13,0,0,0,1,0,0,0,16
282024,3,1,13,10,1,4,5,13,0,0,0,1,0,0,3,16
282026,3,1,13,12,1,1,4,13,0,0,0,0,0,0,3,16
282028,3,1,13,8,1,1,4,13,0,0,0,0,0,0,3,16
282031,3,1,13,8,1,1,11,13,0,0,0,1,0,0,3,16
282033,3,1,13,8,1,1,4,13,0,0,0,1,0,0,3,16
282035,3,1,13,10,1,1,4,13,1,0,0,1,0,0,3,16
282038,3,1,13,10,1,2,4,13,1,0,0,1,0,0,3,16
282040,3,1,13,4,1,0,4,13,0,1,0,0,1,1,4,16
282042,3,1,13,4,1,1,4,13,0,1,0,0,1,1,4,16
282045,3,1,13,8,1,1,4,13,1,0,0,0,1,1,3,16
282047,3,1,13,12,1,1,4,13,1,0,0,0,1,0,3,16
282049,3,1,13,4,1,2,4,13,1,1,0,0,1,1,4,16
282052,3,1,13,10,1,1,4,13,0,0,0,0,1,1,3,16
282056,3,1,13,4,1,1,4,13,0,1,0,1,1,1,4,16
283002,3,1,13,4,1,2,4,11,1,1,1,0,0,1,4,16
283003,3,1,11,4,1,2,4,13,1,0,1,1,1,1,4,16
283005,3,1,13,4,1,2,4,13,0,0,0,0,1,1,4,16
283007,3,1,11,4,0,0,4,13,0,0,0,0,0,1,4,16
283009,3,1,13,4,1,1,4,13,0,1,0,1,0,1,4,16
283010,3,1,5,4,1,0,4,13,0,0,0,1,0,1,4,16
283012,3,1,13,12,1,1,4,13,0,0,0,0,0,1,4,16
283014,3,1,11,12,1,1,4,13,0,0,0,0,0,1,4,16
283015,3,1,13,4,1,2,4,13,0,0,0,0,1,1,4,16
283017,3,1,11,4,1,0,4,13,0,0,0,1,0,1,4,16
283019,3,1,11,4,1,1,4,13,0,0,0,1,1,1,4,16
283021,3,1,13,4,1,2,4,13,0,0,0,1,1,1,4,16
283022,3,1,13,4,1,0,4,13,0,0,0,0,0,1,4,16
283024,3,1,13,4,1,0,4,13,0,0,0,1,0,1,4,16
283026,3,1,13,4,1,0,4,13,0,0,0,0,1,1,3,16
283029,3,1,11,4,1,1,4,13,0,0,0,0,1,1,4,16
283031,3,1,13,4,1,2,4,13,1,0,0,1,0,1,4,16
283033,3,1,13,4,1,1,4,13,0,0,0,1,1,1,4,16
283034,3,1,11,4,1,1,4,13,1,0,0,0,0,1,4,16
283036,3,1,13,2,1,1,4,13,1,0,0,0,1,1,4,16
283038,3,1,13,4,1,1,4,13,0,0,0,0,0,1,4,16
283039,3,1,11,4,1,0,4,13,0,0,0,1,1,1,4,16
283041,3,1,13,4,1,0,4,13,0,0,0,0,0,1,4,16
283043,3,1,11,4,1,2,4,13,0,0,0,0,0,1,4,16
284002,3,0,6,3,1,1,4,13,0,1,1,0,1,0,3,16
284003,3,0,9,4,0,1,4,13,0,0,0,0,0,0,3,16
284004,3,0,9,3,0,1,4,13,0,0,0,0,1,0,0,16
284006,3,0,6,10,1,1,4,13,0,1,0,0,1,1,0,16
284008,3,0,6,10,1,1,4,13,0,0,0,0,1,0,0,16
284010,3,0,10,4,1,1,4,13,1,1,0,1,0,1,3,16
284011,3,0,10,11,1,1,4,13,0,1,0,0,0,1,3,16
284013,3,0,9,4,0,1,4,13,1,0,0,1,0,0,0,16
284015,3,0,10,4,1,1,4,13,1,1,0,0,0,1,4,16
284018,3,0,6,10,1,1,4,13,0,1,0,1,0,1,3,16
284019,3,0,6,11,1,1,4,13,0,1,0,1,1,1,3,16
284021,3,0,15,4,1,1,4,13,0,1,0,1,1,1,3,16
284022,3,0,6,10,0,1,4,13,0,1,0,1,1,0,3,16
284023,3,0,6,10,1,1,4,13,0,0,0,0,1,1,3,16
284025,3,0,6,10,1,0,4,13,1,1,0,1,1,1,3,16
284026,3,0,14,12,1,0,4,13,1,1,0,1,1,1,3,16
284029,3,0,10,4,0,1,4,13,0,1,0,1,0,0,3,16
284030,3,0,10,11,1,1,4,13,0,1,0,1,0,1,3,16
284032,3,0,13,4,1,1,4,13,0,0,0,0,1,1,4,16
284033,3,0,9,10,0,1,4,13,0,0,0,1,1,0,0,16
284034,3,0,6,10,1,0,4,13,0,0,0,1,1,1,3,16
285001,3,0,9,10,1,1,4,13,1,1,0,1,1,0,3,16
285004,3,0,13,10,1,1,4,13,1,1,0,1,1,0,3,16
285005,3,0,13,4,1,1,4,13,1,1,0,1,1,0,3,16
285006,3,0,9,10,1,1,4,13,0,0,0,0,1,1,3,16
285007,3,0,13,10,1,1,4,13,0,1,0,0,0,0,0,16
285009,3,0,13,10,0,1,4,13,1,1,0,1,1,1,0,16
285011,3,0,11,10,0,1,4,13,0,0,0,1,0,0,3,16
285012,3,0,13,11,0,0,4,13,1,1,0,0,1,1,3,16
285015,3,0,13,10,1,1,4,13,0,1,0,1,1,1,0,16
285016,3,0,13,10,1,1,4,13,1,0,0,1,1,0,3,16
285018,3,0,13,10,1,1,4,13,0,0,0,1,1,0,0,16
285019,3,0,13,10,1,1,4,13,0,0,0,1,1,0,0,16
285020,3,0,13,10,1,1,4,13,0,1,0,1,0,1,4,16
285021,3,0,12,10,1,0,4,13,0,1,0,1,1,1,3,16
285023,3,0,13,10,1,1,4,13,0,1,0,0,1,0,0,16
285024,3,0,13,4,0,1,4,13,0,0,0,0,1,0,3,16
285025,3,0,13,10,0,4,5,13,1,1,0,1,1,1,3,16
285027,3,0,13,10,1,1,4,13,0,1,0,1,1,0,3,16
285028,3,0,13,10,1,1,4,13,0,0,0,0,1,1,3,16
285029,3,0,13,10,0,1,4,13,1,1,0,1,1,0,3,16
285030,3,0,13,10,1,1,4,13,0,0,0,0,0,0,0,16
285032,3,0,13,10,0,1,4,13,0,1,0,1,1,0,3,16
286003,3,0,13,10,1,1,4,13,1,0,0,1,1,0,3,16
286009,3,0,13,10,0,1,4,13,0,0,0,1,0,0,0,16
286012,3,0,13,3,0,0,4,13,0,0,0,1,0,1,3,16
286015,3,0,13,10,0,0,4,13,0,0,0,1,0,1,3,16
286018,3,0,11,3,0,1,4,13,0,0,0,0,0,1,3,16
286021,3,0,13,4,1,0,4,13,0,1,0,1,0,1,4,16
286024,3,0,13,10,1,1,4,13,1,1,0,1,1,1,3,16
286027,3,0,13,11,1,1,4,13,0,1,0,1,1,1,3,16
286030,3,0,13,4,1,2,4,13,0,1,0,1,1,1,4,16
286032,3,0,13,4,1,1,4,13,1,0,0,1,1,0,3,16
286035,3,0,13,10,1,1,4,13,1,0,0,0,1,0,3,16
286041,3,0,13,10,1,1,4,13,1,1,0,1,0,0,3,16
286044,3,0,13,4,1,1,4,13,0,1,0,1,0,1,4,16
286047,3,0,13,10,1,1,4,13,0,1,0,1,0,0,3,16
286050,3,0,11,4,1,1,4,11,1,1,0,0,0,1,4,16
286053,3,0,13,10,0,1,4,13,0,1,0,1,0,1,3,16
286056,3,0,13,10,1,0,4,13,0,1,0,1,1,0,3,16
286059,3,0,13,4,1,1,4,13,1,1,1,1,1,0,0,16
286062,3,0,11,10,0,1,4,13,0,0,0,1,0,0,0,16
286068,3,0,13,11,1,1,4,13,1,1,0,1,1,1,3,16
286071,3,0,13,4,1,0,4,13,0,0,0,0,1,1,4,16
286074,3,0,7,10,1,1,4,13,1,1,0,1,0,0,3,16
287002,3,0,11,8,1,1,4,13,0,0,0,0,1,1,0,16
287003,3,0,13,10,0,1,4,13,0,0,0,0,0,1,0,16
287005,3,0,13,10,0,0,4,13,1,1,0,1,1,1,3,16
287006,3,0,11,4,0,1,4,13,0,1,1,0,0,1,4,16
287008,3,0,11,4,1,2,4,13,0,0,1,1,0,1,4,16
287009,3,0,9,4,1,1,4,13,0,0,1,1,0,0,3,16
