Case Identification,Region,Type of Place of Residence,Source of Drinking Water,Type of Toilet Facility,Has Electricity,Main Floor Material,Main Wall Material,Main Roof Material,Has Bicycle,Has Motorcycle or Scooter,Has Car or Truck,Has Mosquito Bed Net for Sleeping,Owns Land Suitable for Agriculture,Has Bank Account,Wealth Index,State
89049,2,0,13,11,0,4,0,10,0,0,0,1,1,0,1,19
89052,2,0,14,11,0,4,13,6,1,1,0,0,1,0,1,19
89054,2,0,13,11,0,4,0,10,0,0,0,1,1,0,2,19
89057,2,0,13,11,0,1,13,13,1,1,1,1,1,0,0,19
89059,2,0,13,11,0,4,0,10,0,1,0,1,0,0,1,19
89062,2,0,13,11,0,4,13,13,0,0,0,0,1,0,0,19
90002,2,0,15,11,0,4,13,10,1,0,0,1,1,0,2,19
90006,2,0,15,11,0,4,13,10,1,0,0,1,1,0,2,19
90011,2,0,15,11,0,4,0,8,0,1,0,1,1,0,2,19
90015,2,0,15,11,0,4,13,10,0,0,0,1,1,0,2,19
90020,2,0,15,11,0,4,13,10,1,0,0,1,1,0,2,19
90024,2,0,15,11,0,4,13,8,0,0,0,1,1,0,2,19
90029,2,0,15,11,0,4,13,10,0,0,0,1,1,0,2,19
90033,2,0,15,11,0,4,13,13,0,1,0,1,1,0,2,19
90038,2,0,15,11,0,4,0,8,1,0,0,1,1,0,2,19
90042,2,0,15,11,0,4,13,10,0,0,0,1,1,0,1,19
90047,2,0,15,11,0,4,13,13,0,1,0,1,1,0,2,19
90051,2,0,15,11,0,4,13,8,0,0,0,1,1,0,2,19
90056,2,0,15,10,0,4,13,10,0,1,0,1,1,0,2,19
90060,2,0,15,11,0,4,13,6,0,0,0,1,1,0,1,19
90065,2,0,15,11,0,4,13,6,0,1,0,1,1,0,2,19
90069,2,0,15,10,0,4,13,13,0,1,0,1,1,0,2,19
90074,2,0,15,11,0,4,13,13,0,1,0,1,1,0,2,19
90078,2,0,15,11,0,4,0,10,1,0,0,1,1,0,2,19
90083,2,0,15,11,0,4,13,13,0,0,0,1,1,1,1,19
90087,2,0,15,11,0,4,13,10,0,0,0,1,1,0,2,19
90091,2,0,15,11,0,4,13,13,0,1,0,1,1,0,1,19
90096,2,0,15,11,0,4,13,10,0,0,0,1,1,0,2,19
90100,2,0,15,11,0,4,13,6,0,1,0,1,1,0,1,19
90105,2,0,15,11,0,4,13,10,0,0,0,1,1,0,2,19
90109,2,0,15,11,0,4,13,10,0,0,0,1,1,0,1,19
91002,2,1,13,8,0,1,4,13,0,0,0,1,1,0,0,18
91005,2,1,8,10,0,1,4,13,0,0,0,1,1,0,0,18
91007,2,1,13,8,0,0,0,13,0,0,0,1,1,0,0,18
91010,2,1,8,8,0,4,0,13,0,0,1,1,1,0,1,18
91012,2,1,13,8,0,1,0,13,1,0,0,1,1,0,1,18
91014,2,1,13,1,0,1,4,13,0,0,0,1,1,0,0,18
91017,2,1,13,1,0,1,4,13,0,0,0,1,1,1,1,18
91019,2,1,13,1,0,1,4,13,0,1,0,1,1,1,3,18
91022,2,1,13,1,0,1,4,13,1,0,0,1,0,0,0,18
91024,2,1,13,1,0,1,4,13,0,0,0,1,1,1,3,18
91027,2,1,13,10,0,4,4,13,0,1,0,1,1,0,0,18
91029,2,1,13,7,0,4,0,6,0,0,0,1,1,0,2,18
91032,2,1,13,10,0,4,4,13,0,0,0,1,1,0,1,18
91034,2,1,13,7,0,4,8,10,0,0,0,1,1,0,2,18
91036,2,1,13,8,0,4,4,13,0,0,0,1,1,0,0,18
91039,2,1,13,10,0,1,4,13,0,0,0,1,1,1,3,18
91041,2,1,13,3,0,1,4,13,0,1,0,1,1,1,0,18
91044,2,1,8,10,0,1,0,13,0,0,0,1,1,0,2,18
91046,2,1,7,8,0,1,13,13,0,1,0,1,1,1,3,18
91049,2,1,8,8,0,4,0,13,0,0,0,1,0,0,1,18
91051,2,1,13,10,0,4,4,13,0,0,0,1,1,0,0,18
91054,2,1,13,10,0,4,4,13,0,1,0,1,1,0,0,18
91061,2,1,13,10,0,4,4,13,0,1,0,1,1,0,0,18
92001,2,1,8,2,1,1,4,13,0,0,1,1,0,1,3,18
92002,2,1,11,2,1,1,4,13,0,0,0,1,0,1,4,18
92003,2,1,8,2,1,1,4,13,0,1,0,1,0,1,4,18
92005,2,1,7,2,1,1,4,13,1,1,0,1,0,0,4,18
92006,2,1,8,2,1,1,4,13,0,1,0,1,0,1,4,18
92008,2,1,13,2,1,0,4,13,1,0,1,1,0,1,4,18
92009,2,1,13,2,1,0,4,13,1,0,1,1,0,1,4,18
92011,2,1,11,2,1,0,4,13,0,0,1,1,0,1,4,18
92012,2,1,11,2,1,0,4,13,0,0,1,1,0,1,4,18
92014,2,1,8,10,1,1,4,13,0,1,0,1,0,1,3,18
92015,2,1,11,5,1,1,4,13,0,0,0,1,0,0,4,18
92017,2,1,13,12,1,1,4,13,1,0,0,1,0,1,4,18
92018,2,1,13,2,1,4,4,13,0,1,0,1,0,1,4,18
92021,2,1,13,5,1,1,4,13,0,1,1,1,0,1,4,18
92023,2,1,13,5,1,1,4,13,1,0,0,1,0,1,4,18
92024,2,1,13,2,1,4,4,13,0,0,0,0,0,1,4,18
92026,2,1,13,2,1,4,4,13,0,1,0,1,0,1,4,18
92027,2,1,13,2,1,1,4,13,0,0,1,1,0,1,4,18
92029,2,1,13,2,1,1,4,13,0,1,0,1,0,1,3,18
92030,2,1,3,5,1,1,4,13,0,0,0,1,0,1,3,18
92032,2,1,13,2,1,1,4,13,0,0,0,1,0,1,4,18
92033,2,1,13,2,0,1,4,13,0,0,0,1,0,1,4,18
92035,2,1,13,2,1,1,4,13,0,1,0,1,0,1,3,18
92036,2,1,13,2,1,1,4,13,0,0,0,1,0,1,4,18
93011,2,1,7,10,1,1,4,13,0,0,0,1,1,0,3,18
93015,2,1,13,10,1,1,4,13,0,0,0,1,1,0,0,18
93018,2,1,7,12,1,2,4,13,0,1,0,1,1,1,0,18
93022,2,1,13,10,1,1,4,13,0,1,0,1,1,0,0,18
93025,2,1,7,3,1,1,4,13,0,0,0,1,1,0,3,18
93029,2,1,13,8,1,1,4,13,0,0,0,1,1,0,0,18
93033,2,1,7,10,1,1,4,13,0,1,0,1,1,0,2,18
93036,2,1,13,10,1,1,4,12,0,0,0,1,1,0,0,18
93040,2,1,13,10,1,1,4,13,0,1,0,1,1,0,2,18
93043,2,1,15,10,1,4,4,13,0,0,0,1,1,1,3,18
93047,2,1,13,2,1,1,4,13,0,0,1,1,1,1,3,18
93051,2,1,8,10,1,1,4,13,0,1,0,1,1,0,3,18
93054,2,1,13,3,1,1,4,13,0,1,0,1,1,1,3,18
93058,2,1,15,11,1,4,4,13,0,0,0,1,1,0,0,18
93061,2,1,13,10,1,4,4,13,0,0,0,1,1,1,3,18
93065,2,1,7,10,1,1,4,13,0,0,0,1,1,1,3,18
93069,2,1,8,3,1,4,4,13,0,1,0,1,1,1,3,18
93076,2,1,7,10,1,1,4,13,0,1,0,1,1,1,3,18
93079,2,1,7,12,1,1,4,13,0,0,0,1,1,0,3,18
93083,2,1,7,1,1,1,4,13,0,0,0,1,1,0,0,18
93087,2,1,15,12,1,1,4,13,0,1,0,1,1,1,3,18
93090,2,1,7,11,1,1,4,13,0,1,0,1,1,0,3,18
94004,2,1,7,10,1,1,4,13,0,0,0,1,1,0,1,18
94007,2,1,7,10,1,1,0,13,0,0,0,1,1,0,0,18
94011,2,1,7,10,0,5,0,13,0,0,0,1,0,0,1,18
94014,2,1,13,8,0,4,0,13,0,1,0,1,1,0,2,18
94018,2,1,7,10,0,1,4,13,0,1,0,1,0,0,1,18
94022,2,1,7,10,1,4,0,13,1,1,0,1,0,0,2,18
94025,2,1,7,10,1,4,0,13,0,0,0,1,1,0,1,18
94029,2,1,7,10,0,1,0,13,0,1,0,0,1,0,0,18
94032,2,1,7,11,0,4,0,13,1,0,0,1,1,0,2,18
94033,2,1,7,10,0,4,0,13,0,1,0,0,1,0,2,18
94036,2,1,5,11,1,1,0,13,0,0,0,1,1,1,1,18
94039,2,1,15,10,1,1,4,13,1,0,0,1,1,0,2,18
94043,2,1,7,10,1,1,4,13,0,1,0,1,1,0,0,18
94046,2,1,15,10,1,1,4,13,0,0,0,1,1,0,0,18
94050,2,1,15,10,1,1,4,13,0,1,1,1,1,0,0,18
94054,2,1,15,11,0,4,4,13,0,1,0,1,1,0,2,18
94057,2,1,14,10,1,4,0,13,0,0,0,1,1,0,1,18
94061,2,1,15,10,1,1,0,13,0,0,0,0,0,0,0,18
94064,2,1,7,10,1,4,4,13,0,1,0,1,1,0,3,18
94068,2,1,14,5,1,1,4,13,0,0,0,1,1,0,0,18
94071,2,1,15,8,0,4,0,13,0,0,0,1,0,0,1,18
94075,2,1,15,10,1,4,4,13,1,1,0,1,1,0,0,18
94078,2,1,13,10,0,4,0,13,1,0,0,0,1,0,2,18
94082,2,1,15,11,1,1,4,13,1,0,0,1,1,0,2,18
94086,2,1,15,10,1,1,4,13,0,1,1,0,1,0,0,18
95002,2,0,15,11,0,4,0,13,0,0,0,1,1,1,1,18
95004,2,0,15,11,0,4,0,13,0,1,0,1,1,0,1,18
95005,2,0,15,11,0,4,0,13,0,1,0,1,1,1,1,18
95007,2,0,7,8,0,1,4,13,0,1,0,1,1,1,0,18
95009,2,0,15,8,0,4,0,13,1,0,0,1,1,0,1,18
95011,2,0,14,8,0,4,0,13,0,0,0,1,1,0,2,18
95012,2,0,14,1,0,1,4,13,0,0,0,1,1,0,1,18
95014,2,0,10,8,0,1,4,13,0,0,0,1,1,0,1,18
95016,2,0,13,8,0,1,4,13,0,1,0,1,1,0,0,18
95018,2,0,13,10,0,1,4,13,0,0,0,1,1,0,0,18
95019,2,0,13,10,0,4,4,13,0,0,0,1,1,0,0,18
95021,2,0,13,8,0,1,0,13,0,0,0,1,1,0,0,18
95023,2,0,7,8,0,1,0,12,0,0,0,1,1,0,0,18
95025,2,0,7,8,0,1,0,13,0,0,0,1,1,0,0,18
95026,2,0,15,7,0,4,0,13,0,0,0,1,1,0,1,18
95028,2,0,7,8,0,4,0,13,0,0,0,1,1,0,1,18
95030,2,0,7,8,0,1,4,13,1,0,0,1,1,0,2,18
95032,2,0,7,8,0,4,0,13,0,0,0,1,1,0,1,18
95033,2,0,10,8,0,1,4,13,0,1,0,1,0,0,0,18
95035,2,0,8,7,0,4,4,13,0,0,0,1,1,0,1,18
95037,2,0,15,10,0,4,8,13,1,1,0,1,1,1,0,18
95039,2,0,15,11,0,4,4,13,1,1,0,1,1,1,0,18
95041,2,0,15,11,1,4,0,13,0,0,0,1,1,0,0,18
95042,2,0,15,11,0,4,4,13,0,0,0,1,1,1,1,18
95044,2,0,15,7,0,4,0,13,0,0,0,1,1,0,1,18
96002,2,0,15,1,1,1,4,13,0,0,0,1,1,0,0,18
96004,2,0,15,8,1,4,0,13,0,0,0,1,1,0,1,18
96006,2,0,14,8,1,4,0,13,0,0,0,1,1,1,0,18
96009,2,0,15,8,1,4,0,13,1,0,0,1,1,1,0,18
96011,2,0,15,8,0,4,4,13,0,1,0,1,1,0,1,18
96013,2,0,15,8,1,4,4,13,0,0,0,1,1,0,1,18
96016,2,0,15,8,0,4,0,13,0,0,0,1,1,0,1,18
96018,2,0,15,8,0,4,0,13,1,0,0,1,1,0,1,18
96020,2,0,15,11,0,4,4,13,0,0,0,1,1,0,1,18
96023,2,0,15,10,1,1,4,13,0,1,0,1,1,0,0,18
96025,2,0,15,10,1,1,4,13,0,1,1,1,1,0,0,18
96028,2,0,15,10,1,4,4,13,0,1,0,1,1,0,0,18
96030,2,0,7,10,0,4,0,13,0,0,0,1,1,0,1,18
96032,2,0,15,11,1,4,4,13,0,1,0,0,1,1,0,18
96035,2,0,7,10,1,1,0,13,1,1,0,1,1,1,0,18
96037,2,0,7,10,1,1,4,13,0,0,0,1,1,0,0,18
96039,2,0,7,8,1,1,4,13,1,1,0,1,1,1,0,18
96042,2,0,7,11,1,1,4,13,0,0,0,1,1,1,3,18
96044,2,0,7,8,1,1,0,13,1,0,0,1,1,0,2,18
96046,2,0,7,8,1,1,0,13,1,1,0,1,1,0,1,18
96049,2,0,7,10,1,1,4,13,0,1,0,1,1,1,0,18
96051,2,0,7,10,1,1,4,13,0,1,0,1,1,0,3,18
96053,2,0,7,8,1,1,0,13,0,1,0,1,1,0,0,18
96056,2,0,7,8,0,4,0,13,1,0,0,1,1,0,1,18
96058,2,0,7,11,1,1,4,13,0,1,0,1,1,1,3,18
97004,2,0,13,10,0,4,0,13,1,1,0,1,1,0,2,18
97009,2,0,15,10,0,4,0,13,0,1,0,1,1,0,0,18
97014,2,0,15,10,0,4,0,13,0,0,0,1,1,0,1,18
97019,2,0,13,10,0,1,4,13,0,0,0,1,1,1,1,18
97025,2,0,15,10,0,4,0,13,1,0,0,1,1,0,1,18
97030,2,0,13,10,0,4,0,13,1,0,0,0,1,0,0,18
97035,2,0,13,10,0,4,4,13,1,1,0,0,1,0,1,18
97040,2,0,7,10,0,1,4,13,0,1,0,1,1,0,1,18
97045,2,0,15,10,0,4,0,13,0,0,0,1,1,0,1,18
97050,2,0,7,11,0,1,4,13,0,1,0,0,1,0,0,18
97055,2,0,15,10,0,4,0,13,0,1,0,1,1,0,0,18
97060,2,0,7,10,0,4,0,13,0,1,0,1,1,0,1,18
97066,2,0,15,10,0,4,0,13,0,1,0,0,1,0,1,18
97071,2,0,15,10,0,4,0,13,0,0,0,1,1,0,1,18
97076,2,0,15,10,0,4,0,13,0,1,0,1,1,0,1,18
97081,2,0,15,10,0,4,0,13,0,0,0,1,1,0,1,18
97086,2,0,15,10,0,4,0,13,1,0,0,1,1,0,1,18
97091,2,0,15,10,0,4,0,13,0,0,0,1,1,0,1,18
97096,2,0,15,10,0,4,0,13,1,0,0,1,1,0,1,18
97101,2,0,15,10,0,4,0,13,0,0,0,1,1,0,1,18
97106,2,0,7,1,0,1,14,13,1,0,0,1,0,0,2,18
97112,2,0,15,1,0,4,14,10,0,0,0,1,1,0,2,18
97117,2,0,7,1,0,4,14,10,1,0,0,1,0,0,1,18
97122,2,0,15,1,0,4,14,10,1,0,0,1,1,0,2,18
97127,2,0,7,1,0,4,14,10,1,0,0,1,1,0,2,18
98002,2,0,15,10,0,4,0,13,0,0,0,0,1,0,0,18
98005,2,0,15,10,0,1,4,13,1,1,1,1,1,0,0,18
98009,2,0,15,10,0,4,0,13,1,0,0,0,1,0,1,18
98012,2,0,15,11,0,4,0,13,0,0,0,1,1,0,1,18
98016,2,0,15,8,0,4,0,13,0,0,0,0,1,0,1,18
98019,2,0,15,10,0,1,4,13,1,0,0,0,1,0,0,18
98023,2,0,15,10,0,4,0,13,0,0,0,1,1,0,1,18
98026,2,0,15,10,0,4,0,13,0,0,0,1,1,0,1,18
98030,2,0,15,10,0,4,0,13,1,0,0,1,1,0,1,18
98033,2,0,15,10,0,4,0,13,0,0,0,1,1,0,1,18
98037,2,0,15,10,0,4,0,13,0,1,0,1,1,0,1,18
98040,2,0,7,10,0,4,0,13,1,1,0,1,1,0,2,18
98044,2,0,7,10,0,4,0,13,1,1,0,0,1,0,1,18
98047,2,0,15,10,0,4,0,13,1,0,0,0,1,0,1,18
98051,2,0,15,10,0,1,0,13,1,1,0,0,1,0,0,18
98054,2,0,15,10,0,1,0,13,1,0,0,1,1,0,1,18
98057,2,0,15,10,0,4,0,13,1,0,0,1,1,0,1,18
98061,2,0,15,10,0,4,0,13,1,1,0,1,1,0,2,18
98064,2,0,15,10,0,4,0,13,1,0,0,1,1,0,1,18
98068,2,0,15,10,0,1,14,13,0,1,0,1,1,1,1,18
98071,2,0,15,10,0,1,0,4,0,0,0,0,1,0,1,18
98075,2,0,7,10,0,1,4,13,1,0,0,1,1,0,1,18
98078,2,0,7,10,0,1,4,13,1,0,0,1,1,0,0,18
98082,2,0,7,10,0,1,4,13,0,1,0,1,1,0,0,18
98085,2,0,7,11,0,1,4,13,0,1,0,1,1,0,0,18
99001,2,0,14,8,0,5,8,10,0,0,0,1,1,0,2,18
99002,2,0,14,8,0,4,0,13,1,1,0,1,1,0,2,18
99003,2,0,14,8,0,4,8,13,0,0,0,1,1,0,1,18
99004,2,0,15,8,0,4,0,13,0,1,0,1,1,0,2,18
99005,2,0,15,10,0,4,4,13,0,1,0,1,1,0,1,18
99006,2,0,7,10,0,4,4,13,0,1,0,1,1,0,1,18
99007,2,0,14,1,0,5,14,10,1,0,0,1,1,0,2,18
99008,2,0,14,1,0,3,0,10,0,1,0,1,1,0,2,18
99009,2,0,6,1,0,5,0,10,0,1,0,1,1,0,2,18
99010,2,0,14,1,0,4,0,10,1,0,0,1,1,0,2,18
99011,2,0,14,1,0,5,0,10,0,0,0,1,1,0,2,18
99012,2,0,15,8,0,4,8,10,1,1,0,1,1,0,2,18
99014,2,0,15,1,0,3,0,10,1,0,0,1,1,0,2,18
99015,2,0,15,1,0,4,0,10,1,0,0,1,1,0,2,18
99016,2,0,15,1,0,4,0,10,0,0,0,1,1,0,2,18
99017,2,0,15,8,0,4,4,10,1,1,0,1,1,0,2,18
99018,2,0,14,8,0,4,0,13,0,1,0,1,1,0,2,18
99019,2,0,14,8,0,4,8,10,1,0,0,1,1,0,2,18
99020,2,0,14,8,0,4,8,10,1,1,0,1,1,0,2,18
99021,2,0,14,8,0,4,8,10,1,1,0,1,1,1,2,18
99022,2,0,14,8,0,4,8,10,1,0,0,1,1,0,2,18
99023,2,0,14,8,0,4,8,10,1,0,0,1,0,0,2,18
99024,2,0,6,7,0,4,1,13,0,1,0,1,1,0,1,18
99025,2,0,14,7,0,4,4,13,0,1,0,1,1,0,1,18
99027,2,0,14,7,0,4,1,13,1,0,0,1,1,0,1,18
100002,2,1,13,4,1,1,4,13,0,1,1,1,0,1,4,21
100004,2,1,13,2,1,1,4,13,1,1,0,0,1,0,3,21
100006,2,1,13,4,1,4,4,4,0,1,1,1,0,1,0,21
100008,2,1,13,4,1,1,4,13,1,1,1,1,0,1,0,21
100010,2,1,13,2,1,4,4,9,0,0,0,1,0,0,3,21
100013,2,1,8,2,1,1,4,13,0,0,0,1,1,0,3,21
100015,2,1,3,4,1,1,13,13,1,1,0,0,0,0,3,21
100017,2,1,13,4,1,1,4,13,0,1,0,1,1,0,3,21
100019,2,1,8,10,1,4,4,13,0,1,0,0,0,1,3,21
100021,2,1,8,12,1,4,13,2,1,0,0,1,1,0,1,21
100024,2,1,13,10,1,4,13,13,0,1,0,1,1,1,0,21
100026,2,1,13,10,1,4,13,13,0,1,0,1,1,1,0,21
100028,2,1,3,10,1,4,8,10,1,1,0,1,1,0,1,21
100030,2,1,3,10,1,4,8,10,1,1,0,1,1,0,1,21
100032,2,1,13,5,1,4,4,13,1,1,1,1,1,1,3,21
100035,2,1,8,3,1,1,4,13,0,1,0,1,1,0,4,21
100037,2,1,13,5,1,4,4,2,0,1,0,0,0,1,4,21
100039,2,1,13,3,1,0,4,13,0,1,0,1,1,1,4,21
100041,2,1,13,3,1,1,0,13,1,0,0,1,1,0,3,21
100043,2,1,13,3,1,1,4,13,0,1,0,1,1,0,3,21
100046,2,1,8,4,1,1,4,13,1,1,1,1,1,0,0,21
100048,2,1,4,3,1,0,4,13,1,1,0,1,1,1,0,21
100050,2,1,11,3,1,1,4,13,1,1,0,1,0,0,3,21
100052,2,1,13,10,1,4,13,2,1,1,0,1,1,1,3,21
100054,2,1,13,12,1,4,13,2,0,0,0,0,1,0,0,21
101001,2,1,7,2,1,2,4,13,1,1,1,1,1,1,4,21
101003,2,1,12,12,1,0,4,13,1,1,0,1,1,1,3,21
101006,2,1,9,12,1,8,4,8,1,1,0,1,1,1,3,21
101008,2,1,9,12,1,1,4,13,1,1,0,1,1,0,3,21
101011,2,1,7,12,1,0,4,13,0,1,0,1,1,0,3,21
101013,2,1,8,12,1,1,4,8,1,1,0,1,1,1,3,21
101016,2,1,3,12,1,8,13,13,1,1,0,1,1,0,3,21
101019,2,1,3,12,1,1,13,13,1,1,0,1,0,0,3,21
101021,2,1,5,2,1,1,4,13,0,1,0,1,0,1,3,21
101024,2,1,13,10,1,1,4,13,0,1,0,0,1,0,3,21
101026,2,1,13,10,1,1,4,13,1,1,0,1,1,0,0,21
101029,2,1,13,10,1,1,4,13,1,1,0,1,1,1,3,21
101031,2,1,13,10,1,4,4,13,0,0,0,1,1,0,3,21
101034,2,1,11,10,1,1,4,13,0,1,0,1,1,0,0,21
101036,2,1,12,5,1,1,4,13,0,0,1,1,1,1,3,21
101039,2,1,13,10,1,1,4,13,0,1,0,1,0,0,3,21
101042,2,1,11,10,0,1,4,13,0,1,0,1,1,1,0,21
101044,2,1,11,5,1,1,4,13,0,1,1,1,0,1,4,21
101047,2,1,12,12,1,1,4,13,0,0,0,1,0,0,3,21
101049,2,1,13,11,1,1,4,13,0,0,0,1,0,0,0,21
101052,2,1,4,10,1,1,4,13,0,0,0,1,0,0,3,21
101054,2,1,12,11,1,1,4,13,0,0,0,1,0,0,3,21
101057,2,1,10,11,1,1,4,13,1,0,0,1,1,1,3,21
101059,2,1,12,11,0,1,4,13,0,0,1,1,1,0,0,21
101062,2,1,12,11,1,1,4,13,1,0,0,1,0,0,3,21
102002,2,0,4,2,0,4,13,8,0,0,0,1,1,0,0,21
102004,2,0,13,2,0,4,13,8,0,0,0,1,1,0,1,21
102006,2,0,3,2,0,8,13,12,1,1,0,1,1,0,1,21
102008,2,0,13,2,0,4,13,12,0,1,0,1,1,1,1,21
102009,2,0,3,2,0,4,0,12,0,1,0,1,1,0,2,21
102011,2,0,3,2,1,4,13,12,0,0,0,1,1,0,1,21
102013,2,0,13,12,0,4,4,13,0,1,0,1,1,1,0,21
102015,2,0,13,12,0,4,4,13,0,0,0,1,1,0,1,21
102017,2,0,13,12,0,4,0,13,0,1,0,1,1,1,1,21
102021,2,0,13,12,0,4,0,13,0,1,0,1,1,0,1,21
102023,2,0,13,12,0,4,0,13,1,1,0,1,1,1,1,21
102025,2,0,13,10,0,4,0,13,1,1,0,1,1,0,1,21
102027,2,0,13,10,0,4,0,13,0,1,0,1,1,0,2,21
102029,2,0,13,12,0,4,0,13,1,1,0,1,1,0,1,21
102031,2,0,13,12,0,4,0,13,0,1,1,1,1,0,1,21
102033,2,0,13,10,0,4,13,13,0,0,1,1,1,1,0,21
102035,2,0,13,12,0,4,0,13,0,1,0,1,1,0,1,21
102037,2,0,13,12,0,4,0,10,1,0,0,1,1,0,2,21
102039,2,0,4,8,0,4,0,6,0,0,0,1,1,0,2,21
102041,2,0,13,8,0,4,0,10,1,0,0,1,1,0,2,21
102043,2,0,13,8,0,4,0,10,0,0,0,1,1,0,2,21
102045,2,0,13,8,0,4,0,8,0,0,0,1,1,0,2,21
102047,2,0,15,8,0,4,0,8,1,0,0,1,1,0,2,21
102049,2,0,15,8,0,4,13,8,0,0,0,1,1,0,2,21
103001,2,0,15,12,0,4,13,10,1,0,0,1,1,0,1,21
103002,2,0,7,12,0,4,13,10,0,1,0,1,1,0,2,21
103004,2,0,7,12,0,4,13,10,0,0,0,1,1,0,1,21
103005,2,0,7,12,0,4,13,10,0,1,0,1,1,0,2,21
103007,2,0,7,12,0,4,13,10,0,0,0,1,1,0,2,21
103008,2,0,15,12,0,4,13,10,0,0,0,1,1,0,2,21
103010,2,0,15,12,0,4,13,10,1,1,0,1,1,0,2,21
103011,2,0,7,12,0,4,13,10,1,0,1,1,1,0,1,21
103012,2,0,7,8,0,4,0,10,1,0,0,1,1,0,2,21
103015,2,0,7,8,0,4,0,10,0,0,0,1,1,0,1,21
103017,2,0,7,8,0,4,0,10,0,0,0,1,1,0,2,21
103018,2,0,7,8,0,4,0,10,0,0,0,1,1,0,2,21
103020,2,0,7,8,0,4,0,10,1,0,0,1,1,0,2,21
103021,2,0,7,8,0,4,0,10,1,0,0,1,1,0,2,21
103023,2,0,7,8,0,4,0,10,0,0,0,1,1,0,2,21
103024,2,0,7,8,0,4,0,10,1,0,0,1,1,0,2,21
103025,2,0,15,8,0,4,0,10,0,0,0,1,1,0,2,21
103027,2,0,15,8,0,4,0,10,0,0,0,1,1,0,1,21
103028,2,0,15,8,0,4,0,10,1,0,0,1,1,0,2,21
103030,2,0,15,11,0,1,0,13,1,0,0,1,1,0,2,21
103033,2,0,15,8,0,4,0,10,1,0,0,1,1,0,2,21
103034,2,0,15,8,0,4,0,10,0,0,0,1,1,0,2,21
103035,2,0,15,8,0,4,0,10,0,0,0,1,1,0,2,21
104001,2,0,4,2,0,4,13,8,0,0,0,0,1,0,1,21
104003,2,0,13,2,0,4,13,10,0,0,0,0,1,0,1,21
104005,2,0,12,2,0,4,13,8,0,0,0,1,1,0,1,21
104007,2,0,3,2,0,4,13,8,0,0,0,1,1,0,1,21
104009,2,0,4,2,0,4,13,8,0,0,0,0,1,0,1,21
104011,2,0,13,2,0,4,13,10,0,0,0,1,1,0,2,21
104013,2,0,3,2,0,4,13,8,0,0,0,0,0,0,1,21
104016,2,0,4,2,0,1,13,8,0,0,0,0,1,0,1,21
104018,2,0,7,8,0,4,0,10,0,0,0,1,0,0,1,21
104020,2,0,7,8,0,4,0,10,0,0,1,1,1,0,2,21
104022,2,0,7,8,0,4,13,10,0,1,0,0,1,0,1,21
104024,2,0,7,8,0,4,13,10,0,0,0,1,1,1,1,21
104026,2,0,7,8,0,4,13,10,0,1,0,1,1,1,2,21
104028,2,0,7,8,0,4,0,10,0,1,0,1,1,0,1,21
104030,2,0,7,8,0,4,13,10,0,0,0,1,1,0,1,21
104032,2,0,7,8,0,4,13,10,0,0,0,0,1,0,1,21
104035,2,0,7,8,0,4,13,10,0,0,0,0,1,0,1,21
104037,2,0,7,8,0,4,13,10,1,0,0,0,1,0,2,21
104039,2,0,7,8,0,4,13,10,0,0,0,1,1,0,2,21
104041,2,0,15,8,0,4,0,6,0,0,0,0,1,0,2,21
104043,2,0,15,8,0,4,0,6,0,0,0,1,1,0,2,21
104045,2,0,15,8,0,4,0,6,0,0,0,1,1,1,2,21
104047,2,0,15,8,0,4,0,6,0,0,0,1,1,0,2,21
104049,2,0,15,8,0,4,0,6,0,0,0,1,1,0,2,21
104052,2,0,15,8,0,4,0,6,0,0,0,1,1,0,2,21
105002,2,0,5,2,0,4,13,10,0,0,0,1,1,0,1,21
105006,2,0,5,2,0,4,13,10,0,0,0,0,1,0,2,21
105010,2,0,3,2,1,4,13,10,0,0,0,1,1,0,2,21
105014,2,0,5,2,0,4,13,11,1,1,0,1,1,0,2,21
105018,2,0,3,2,0,4,13,10,0,0,0,1,1,0,2,21
105022,2,0,3,2,0,4,13,10,0,1,0,1,1,0,2,21
105026,2,0,3,2,0,4,13,10,0,0,0,1,1,0,1,21
105030,2,0,13,2,0,4,13,10,0,0,0,1,1,0,1,21
105034,2,0,13,2,0,4,13,10,1,1,0,1,1,0,1,21
105038,2,0,13,2,0,4,13,10,0,0,0,1,1,0,2,21
105042,2,0,15,12,0,4,0,10,0,0,0,1,1,0,2,21
105046,2,0,7,12,0,4,0,10,0,0,0,1,1,0,2,21
105050,2,0,7,12,0,4,0,10,0,1,0,1,1,0,2,21
105054,2,0,7,12,0,4,0,10,0,0,0,0,1,0,2,21
105058,2,0,7,12,0,4,0,10,1,1,0,1,1,0,2,21
105062,2,0,7,12,0,4,0,10,0,1,0,1,1,0,2,21
105066,2,0,7,12,0,4,0,10,1,0,0,1,1,0,1,21
105070,2,0,15,12,0,4,0,10,0,1,0,1,1,0,2,21
105074,2,0,15,12,0,4,0,10,0,1,0,1,1,0,2,21
105078,2,0,15,12,0,4,13,10,0,0,0,1,1,0,2,21
105082,2,0,15,8,0,4,13,10,0,0,0,0,1,0,2,21
105086,2,0,15,8,0,4,13,10,0,0,0,1,0,0,2,21
105090,2,0,15,8,0,4,13,10,0,0,0,1,1,0,2,21
